,coda,set_mean,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,OccurTotal,OccurNum,Freq_pm,Rating.Mean,Rating.SD,Dunno,AoA_mean,onset,word_length,aoa_impact,set_size
1287,3dP,10.046666666666667,curdle,0.3,1,k3dP,V,2,20.0,18.0,0.18,11.17,3.29,0.9,11.17,k,4,1.123333333333333,3
1288,3dP,10.046666666666667,girdle,0.48,1,g3dP,N,2,18.0,18.0,1.55,10.22,2.88,1.0,10.22,g,4,0.17333333333333378,3
1289,3dP,10.046666666666667,hurdle,0.7,1,h3dP,N,2,20.0,20.0,0.73,8.75,2.88,1.0,8.75,h,4,-1.2966666666666669,3
1290,3f,10.64,serf,0.0,1,s3f,N,1,19.0,15.0,0.18,10.33,2.99,0.79,10.33,s,3,-0.3100000000000005,2
1291,3f,10.64,turf,0.7,1,t3f,N,1,19.0,19.0,4.27,10.95,3.49,1.0,10.95,t,3,0.3099999999999987,2
1299,3gP,8.91,burgle,0.0,1,b3gP,V,2,18.0,13.0,0.16,10.08,1.71,0.72,10.08,b,4,1.17,2
1300,3gP,8.91,gurgle,0.0,1,g3gP,N,2,19.0,19.0,0.24,7.74,2.56,1.0,7.74,g,4,-1.17,2
1301,3k,10.290000000000001,cirque,0.0,1,s3k,N,1,18.0,14.0,0.8,14.36,4.14,0.78,14.36,s,3,4.0699999999999985,7
1302,3k,10.290000000000001,jerk,0.7,1,_3k,N,1,36.0,36.0,33.14,8.31,3.04,1.0,8.31,_,3,-1.9800000000000004,7
1303,3k,10.290000000000001,lurk,0.95,1,l3k,V,1,19.0,19.0,0.41,10.11,2.85,1.0,10.11,l,3,-0.1800000000000015,7
1304,3k,10.290000000000001,murk,0.0,1,m3k,N,1,19.0,17.0,0.1,10.76,3.72,0.89,10.76,m,3,0.46999999999999886,7
1305,3k,10.290000000000001,perk,0.3,1,p3k,N,1,19.0,19.0,1.41,9.63,3.93,1.0,9.63,p,3,-0.6600000000000001,7
1306,3k,10.290000000000001,shirk,0.0,1,S3k,V,1,18.0,14.0,0.25,13.0,2.42,0.78,13.0,S,3,2.709999999999999,7
1307,3k,10.290000000000001,work,2.84,1,w3k,N,1,21.0,21.0,798.02,5.86,3.29,1.0,5.86,w,3,-4.430000000000001,7
1318,3kIn,12.945,gherkin,0.0,0,g3kIn,N,2,19.0,14.0,0.08,12.0,3.8,0.74,12.0,g,5,-0.9450000000000003,2
1319,3kIn,12.945,jerkin,0.0,1,_3kIn,N,2,18.0,9.0,0.37,13.89,3.89,0.5,13.89,_,5,0.9450000000000003,2
1327,3l,8.345714285714285,churl,0.0,1,J3l,N,1,18.0,14.0,0.02,14.07,2.92,0.78,14.07,J,3,5.724285714285715,7
1328,3l,8.345714285714285,curl,0.9,1,k3l,N,1,18.0,18.0,2.35,6.39,2.7,1.0,6.39,k,3,-1.9557142857142855,7
1329,3l,8.345714285714285,furl,0.0,1,f3l,V,1,18.0,16.0,0.12,12.25,4.23,0.89,12.25,f,3,3.904285714285715,7
1330,3l,8.345714285714285,girl,2.64,1,g3l,N,1,19.0,19.0,557.12,4.0,1.89,1.0,4.0,g,3,-4.345714285714285,7
1331,3l,8.345714285714285,hurl,1.08,1,h3l,V,1,18.0,17.0,1.35,8.06,2.75,0.94,8.06,h,3,-0.2857142857142847,7
1332,3l,8.345714285714285,pearl,1.04,1,p3l,N,1,22.0,22.0,15.67,6.28,2.1,1.0,6.28,p,3,-2.065714285714285,7
1333,3l,8.345714285714285,whirl,0.0,1,w3l,N,1,19.0,19.0,1.75,7.37,2.03,1.0,7.37,w,3,-0.9757142857142851,7
1334,3l4n,12.51,purloin,0.0,1,p3l4n,V,2,19.0,13.0,0.08,13.69,2.29,0.68,13.69,p,5,1.1799999999999997,2
1335,3l4n,12.51,sirloin,0.0,0,s3l4n,N,2,18.0,18.0,0.61,11.33,3.25,1.0,11.33,s,5,-1.1799999999999997,2
1338,3lI,10.97,burly,0.48,0,b3lI,A,2,19.0,17.0,0.33,10.47,2.96,0.89,10.47,b,4,-0.5,2
1339,3lI,10.97,surly,0.48,0,s3lI,A,2,19.0,17.0,0.71,11.47,4.05,0.89,11.47,s,4,0.5,2
1345,3m,7.6579999999999995,firm,1.73,1,f3m,N,1,18.0,18.0,35.27,11.17,3.67,1.0,11.17,f,3,3.5120000000000005,5
1346,3m,7.6579999999999995,germ,0.95,1,_3m,N,1,19.0,19.0,1.25,5.95,2.46,1.0,5.95,_,3,-1.7079999999999993,5
1347,3m,7.6579999999999995,perm,0.0,1,p3m,N,1,18.0,18.0,1.0,9.0,2.43,1.0,9.0,p,3,1.3420000000000005,5
1348,3m,7.6579999999999995,term,2.01,1,t3m,N,1,18.0,18.0,17.45,8.28,1.64,1.0,8.28,t,3,0.6219999999999999,5
1349,3m,7.6579999999999995,worm,1.23,1,w3m,N,1,19.0,19.0,10.12,3.89,1.37,1.0,3.89,w,3,-3.7679999999999993,5
1369,3mIn1t,12.005,germinate,0.0,0,_3mIn1t,V,3,20.0,20.0,0.02,12.8,4.46,1.0,12.8,_,7,0.7949999999999999,2
1370,3mIn1t,12.005,terminate,0.7,1,t3mIn1t,V,3,19.0,19.0,2.75,11.21,3.36,1.0,11.21,t,7,-0.7949999999999999,2
1373,3mIt,8.97,hermit,0.3,1,h3mIt,N,2,19.0,19.0,1.18,8.47,2.55,1.0,8.47,h,5,-0.5,2
1374,3mIt,8.97,permit,0.7,1,p3mIt,N,2,19.0,19.0,12.1,9.47,4.56,1.0,9.47,p,5,0.5,2
1379,3n,8.83,burn,1.04,1,b3n,N,1,18.0,18.0,55.22,4.72,1.87,1.0,4.72,b,3,-4.11,6
1380,3n,8.83,churn,0.0,1,J3n,N,1,18.0,16.0,0.61,9.0,4.02,0.89,9.0,J,3,0.16999999999999993,6
1381,3n,8.83,fern,0.7,1,f3n,N,1,21.0,21.0,3.2,8.67,3.54,1.0,8.67,f,3,-0.16000000000000014,6
1382,3n,8.83,learn,2.49,1,l3n,V,1,18.0,18.0,118.57,4.44,1.42,1.0,4.44,l,3,-4.39,6
1383,3n,8.83,tern,0.3,1,t3n,N,1,18.0,8.0,0.02,14.5,2.83,0.44,14.5,t,3,5.67,6
1384,3n,8.83,yearn,0.78,1,j3n,V,1,37.0,37.0,0.96,11.65,3.34,1.0,11.65,j,3,2.8200000000000003,6
1392,3nP,9.873333333333333,colonel,1.96,1,k3nP,N,2,1922.0,1890.0,96.25,9.62,2.94,0.98,9.62,k,4,-0.25333333333333385,3
1393,3nP,9.873333333333333,journal,1.38,0,_3nP,N,2,18.0,18.0,8.88,8.5,2.71,1.0,8.5,_,4,-1.373333333333333,3
1394,3nP,9.873333333333333,vernal,0.0,0,v3nP,A,2,18.0,12.0,0.02,11.5,4.21,0.67,11.5,v,4,1.626666666666667,3
1396,3p,4.65,burp,0.0,1,b3p,N,1,18.0,18.0,1.29,4.67,1.88,1.0,4.67,b,3,0.019999999999999574,2
1397,3p,4.65,chirp,0.0,1,J3p,N,1,19.0,19.0,0.59,4.63,1.71,1.0,4.63,J,3,-0.020000000000000462,2
1409,3s,7.983333333333334,curse,1.0,1,k3s,N,1,19.0,19.0,18.22,7.47,2.67,1.0,7.47,k,3,-0.5133333333333345,6
1410,3s,7.983333333333334,hearse,0.3,1,h3s,N,1,20.0,19.0,1.59,9.89,2.83,0.95,9.89,h,3,1.9066666666666663,6
1411,3s,7.983333333333334,nurse,1.69,1,n3s,N,1,19.0,19.0,44.98,5.84,1.98,1.0,5.84,n,3,-2.1433333333333344,6
1412,3s,7.983333333333334,purse,1.0,1,p3s,N,1,19.0,19.0,19.76,5.53,2.01,1.0,5.53,p,3,-2.453333333333334,6
1413,3s,7.983333333333334,terse,0.0,1,t3s,A,1,18.0,16.0,0.16,11.0,2.39,0.89,11.0,t,3,3.0166666666666657,6
1414,3s,7.983333333333334,verse,1.11,1,v3s,N,1,18.0,18.0,4.67,8.17,2.98,1.0,8.17,v,3,0.18666666666666565,6
1415,3s@R,15.29,bursar,0.0,0,b3s@R,N,2,18.0,13.0,0.16,16.31,3.12,0.72,16.31,b,5,1.0199999999999996,2
1416,3s@R,15.29,purser,0.0,0,p3s@R,N,2,19.0,11.0,0.9,14.27,5.12,0.58,14.27,p,5,-1.0199999999999996,2
1431,3st,6.056666666666666,burst,1.11,1,b3st,N,1,18.0,18.0,8.53,7.72,2.7,1.0,7.72,b,4,1.663333333333334,3
1432,3st,6.056666666666666,first,1.86,1,f3st,N,1,22.0,22.0,840.57,4.39,1.31,1.0,4.39,f,4,-1.666666666666666,3
1433,3st,6.056666666666666,thirst,0.78,1,T3st,N,1,18.0,18.0,3.73,6.06,3.23,1.0,6.06,T,4,0.0033333333333338544,3
1435,3t,8.435714285714287,cert,0.0,1,s3t,N,1,19.0,9.0,0.06,13.0,4.58,0.47,13.0,s,3,4.564285714285713,7
1436,3t,8.435714285714287,curt,0.3,1,k3t,A,1,20.0,17.0,2.67,13.41,3.36,0.85,13.41,k,3,4.974285714285713,7
1437,3t,8.435714285714287,dirt,1.3,1,d3t,N,1,18.0,18.0,25.69,3.83,1.15,1.0,3.83,d,3,-4.605714285714287,7
1438,3t,8.435714285714287,hurt,0.3,1,h3t,N,1,19.0,19.0,246.35,4.0,1.45,1.0,4.0,h,3,-4.435714285714287,7
1439,3t,8.435714285714287,pert,0.3,1,p3t,A,1,22.0,17.0,0.49,10.41,3.5,0.77,10.41,p,3,1.9742857142857133,7
1440,3t,8.435714285714287,shirt,1.79,1,S3t,N,1,19.0,19.0,46.37,3.53,1.12,1.0,3.53,S,3,-4.9057142857142875,7
1441,3t,8.435714285714287,wort,0.0,1,w3t,N,1,19.0,15.0,0.37,10.87,3.74,0.79,10.87,w,3,2.4342857142857124,7
1445,3tH,6.574999999999999,certain,2.02,1,s3tH,A,2,20.0,20.0,85.37,8.2,2.48,1.0,8.2,s,4,1.625,2
1446,3tH,6.574999999999999,curtain,1.64,1,k3tH,N,2,20.0,20.0,10.29,4.95,1.23,1.0,4.95,k,4,-1.6249999999999991,2
1447,3tI,5.245,dirty,0.0,1,d3tI,V,2,20.0,20.0,66.45,4.55,2.21,1.0,4.55,d,4,-0.6950000000000003,2
1448,3tI,5.245,thirty,1.08,1,T3tI,N,2,22.0,22.0,17.18,5.94,2.52,1.0,5.94,T,4,0.6950000000000003,2
1456,3tP,9.005,hurtle,1.36,1,h3tP,V,2,20.0,19.0,0.02,10.84,4.11,0.95,10.84,h,4,1.834999999999999,4
1457,3tP,9.005,kirtle,0.0,1,k3tP,N,2,20.0,6.0,0.02,10.0,4.69,0.3,10.0,k,4,0.9949999999999992,4
1458,3tP,9.005,myrtle,0.0,1,m3tP,N,2,22.0,14.0,3.2,11.01,3.71,0.64,11.01,m,4,2.004999999999999,4
1459,3tP,9.005,turtle,0.6,1,t3tP,N,2,18.0,18.0,17.04,4.17,1.58,1.0,4.17,t,4,-4.835000000000001,4
1464,3v,8.59,curve,1.32,1,k3v,N,1,21.0,21.0,4.61,7.52,3.71,1.0,7.52,k,3,-1.0700000000000003,4
1465,3v,8.59,nerve,1.26,1,n3v,N,1,21.0,21.0,22.96,9.67,3.32,1.0,9.67,n,3,1.08,4
1466,3v,8.59,serve,0.7,1,s3v,N,1,18.0,18.0,37.94,7.17,2.12,1.0,7.17,s,3,-1.42,4
1467,3v,8.59,verve,0.0,1,v3v,N,1,18.0,14.0,0.24,10.0,2.75,0.78,10.0,v,3,1.4100000000000001,4
1480,4,7.728,boy,2.54,1,b4,N,1,18.0,18.0,529.82,3.67,1.88,1.0,3.67,b,2,-4.058,5
1481,4,7.728,coy,0.3,1,k4,A,1,18.0,15.0,1.73,11.67,2.89,0.83,11.67,k,2,3.942,5
1482,4,7.728,joy,1.64,1,_4,N,1,19.0,19.0,28.55,6.74,2.92,1.0,6.74,_,2,-0.9879999999999995,5
1483,4,7.728,soy,0.3,1,s4,N,1,18.0,18.0,2.31,13.56,5.28,1.0,13.56,s,2,5.832000000000001,5
1484,4,7.728,toy,1.52,1,t4,N,1,19.0,19.0,16.84,3.0,1.15,1.0,3.0,t,2,-4.728,5
1488,4@l,8.14,loyal,1.04,0,l4@l,A,2,19.0,19.0,12.0,9.11,2.35,1.0,9.11,l,4,0.9699999999999989,2
1489,4@l,8.14,royal,1.88,0,r4@l,A,2,18.0,18.0,23.24,7.17,3.17,1.0,7.17,r,4,-0.9700000000000006,2
1497,4l,9.348333333333334,boil,0.85,1,b4l,N,1,20.0,20.0,5.94,6.6,1.79,1.0,6.6,b,3,-2.748333333333335,6
1498,4l,9.348333333333334,coil,0.7,1,k4l,N,1,21.0,21.0,1.61,9.67,3.6,1.0,9.67,k,3,0.32166666666666544,6
1499,4l,9.348333333333334,foil,0.6,1,f4l,N,1,21.0,21.0,1.22,7.57,1.89,1.0,7.57,f,3,-1.7783333333333342,6
1500,4l,9.348333333333334,soil,1.66,1,s4l,N,1,21.0,21.0,7.78,6.48,2.5,1.0,6.48,s,3,-2.868333333333334,6
1501,4l,9.348333333333334,toil,0.48,1,t4l,N,1,19.0,18.0,1.0,11.39,3.18,0.95,11.39,t,3,2.041666666666666,6
1502,4l,9.348333333333334,voile,0.0,1,v4l,N,1,19.0,8.0,0.04,14.38,2.07,0.42,14.38,v,3,5.031666666666666,6
1504,4n,7.0200000000000005,coin,1.23,1,k4n,N,1,18.0,18.0,9.75,4.17,1.25,1.0,4.17,k,3,-2.8500000000000005,3
1505,4n,7.0200000000000005,join,0.0,1,_4n,N,1,18.0,18.0,83.43,5.83,1.38,1.0,5.83,_,3,-1.1900000000000004,3
1506,4n,7.0200000000000005,loin,0.0,1,l4n,N,1,19.0,18.0,0.35,11.06,3.02,0.95,11.06,l,3,4.04,3
1508,4nt,6.800000000000001,joint,1.43,1,_4nt,N,1,19.0,19.0,27.55,9.05,2.95,1.0,9.05,_,4,2.25,2
1509,4nt,6.800000000000001,point,2.64,1,p4nt,N,1,20.0,20.0,236.53,4.55,1.61,1.0,4.55,p,4,-2.250000000000001,2
1511,4s,5.0,choice,2.06,1,J4s,N,1,18.0,18.0,97.55,5.17,1.79,1.0,5.17,J,3,0.16999999999999993,2
1512,4s,5.0,voice,2.43,1,v4s,N,1,18.0,18.0,86.16,4.83,1.54,1.0,4.83,v,3,-0.16999999999999993,2
1514,4st,10.94,hoist,0.0,1,h4st,N,1,21.0,19.0,2.06,11.32,3.9,0.9,11.32,h,4,0.3800000000000008,3
1515,4st,10.94,joist,0.0,1,_4st,N,1,21.0,19.0,0.06,11.95,6.11,0.9,11.95,_,4,1.0099999999999998,3
1516,4st,10.94,moist,0.9,1,m4st,A,1,20.0,20.0,1.8,9.55,3.24,1.0,9.55,m,4,-1.3899999999999988,3
1519,4z,7.915,noise,1.89,1,n4z,N,1,18.0,18.0,34.88,4.5,2.2,1.0,4.5,n,3,-3.415,2
1520,4z,7.915,poise,0.3,1,p4z,N,1,18.0,18.0,1.1,11.33,3.33,1.0,11.33,p,3,3.415,2
1522,5,7.611428571428571,beau,0.48,1,b5,N,1,20.0,20.0,5.84,12.23,3.32,1.0,12.23,b,2,4.618571428571429,14
1523,5,7.611428571428571,doe,0.48,1,d5,N,1,20.0,20.0,4.33,7.6,2.22,1.0,7.6,d,2,-0.011428571428571566,14
1524,5,7.611428571428571,foe,1.15,1,f5,N,1,20.0,19.0,1.84,9.95,2.8,0.95,9.95,f,2,2.338571428571428,14
1525,5,7.611428571428571,go,1.38,1,g5,N,1,19.0,19.0,3793.04,3.37,1.46,1.0,3.37,g,2,-4.241428571428571,14
1526,5,7.611428571428571,hoe,0.48,1,h5,N,1,18.0,18.0,0.92,8.72,2.95,1.0,8.72,h,2,1.1085714285714294,14
1527,5,7.611428571428571,know,0.0,1,n5,N,1,18.0,18.0,5721.18,4.5,2.12,1.0,4.5,n,2,-3.111428571428571,14
1528,5,7.611428571428571,low,0.48,1,l5,N,1,20.0,20.0,59.14,4.7,1.22,1.0,4.7,l,2,-2.911428571428571,14
1529,5,7.611428571428571,mow,0.7,1,m5,V,1,18.0,17.0,2.29,6.76,2.25,0.94,6.76,m,2,-0.8514285714285714,14
1530,5,7.611428571428571,roe,0.3,1,r5,N,1,18.0,15.0,1.02,15.4,4.01,0.83,15.4,r,2,7.788571428571429,14
1531,5,7.611428571428571,sew,1.04,1,s5,V,1,20.0,20.0,5.49,6.05,2.68,1.0,6.05,s,2,-1.5614285714285714,14
1532,5,7.611428571428571,show,1.84,1,S5,N,1,19.0,19.0,488.35,6.21,1.81,1.0,6.21,S,2,-1.4014285714285712,14
1533,5,7.611428571428571,though,1.71,1,D5,ADV,1,19.0,19.0,181.94,7.32,1.8,1.0,7.32,D,2,-0.2914285714285709,14
1534,5,7.611428571428571,toe,0.0,1,t5,V,1,20.0,20.0,12.69,3.0,1.08,1.0,3.0,t,2,-4.611428571428571,14
1535,5,7.611428571428571,woe,0.6,1,w5,N,1,21.0,20.0,2.33,10.75,3.27,0.95,10.75,w,2,3.138571428571429,14
1545,5IN,6.3999999999999995,going,1.53,1,g5IN,N,2,20.0,20.0,2123.29,5.41,1.9,1.0,5.41,g,4,-0.9899999999999993,3
1546,5IN,6.3999999999999995,rowing,0.0,1,r5IN,N,2,19.0,19.0,1.27,7.68,2.19,1.0,7.68,r,4,1.2800000000000002,3
1547,5IN,6.3999999999999995,sewing,0.6,1,s5IN,N,2,19.0,18.0,3.88,6.11,2.78,0.95,6.11,s,4,-0.28999999999999915,3
1553,5J,8.033333333333333,coach,1.53,1,k5J,N,1,19.0,19.0,47.63,6.89,2.0,1.0,6.89,k,3,-1.1433333333333335,3
1554,5J,8.033333333333333,poach,0.7,1,p5J,V,1,19.0,18.0,0.33,10.06,2.46,0.95,10.06,p,3,2.0266666666666673,3
1555,5J,8.033333333333333,roach,0.85,1,r5J,N,1,20.0,20.0,2.65,7.15,2.83,1.0,7.15,r,3,-0.8833333333333329,3
1560,5SH,7.824999999999999,lotion,0.48,0,l5SH,N,2,18.0,18.0,3.25,5.83,1.69,1.0,5.83,l,4,-1.9949999999999992,4
1561,5SH,7.824999999999999,motion,1.6,0,m5SH,N,2,18.0,18.0,18.96,6.78,1.52,1.0,6.78,m,4,-1.044999999999999,4
1562,5SH,7.824999999999999,notion,1.67,0,n5SH,N,2,18.0,18.0,6.59,11.11,3.53,1.0,11.11,n,4,3.285,4
1563,5SH,7.824999999999999,potion,0.0,0,p5SH,N,2,19.0,19.0,7.45,7.58,3.11,1.0,7.58,p,4,-0.24499999999999922,4
1565,5T,9.323333333333332,both,2.78,1,b5T,PRON,1,20.0,20.0,295.33,4.77,1.57,1.0,4.77,b,3,-4.553333333333333,3
1566,5T,9.323333333333332,loath,0.3,1,l5T,A,1,18.0,18.0,0.1,10.28,4.07,1.0,10.28,l,3,0.956666666666667,3
1567,5T,9.323333333333332,wroth,0.0,1,r5T,A,1,18.0,12.0,0.16,12.92,2.39,0.67,12.92,r,3,3.5966666666666676,3
1571,5b,8.275,lobe,0.6,1,l5b,N,1,18.0,18.0,1.86,10.17,3.33,1.0,10.17,l,3,1.8949999999999996,2
1572,5b,8.275,robe,1.15,1,r5b,N,1,21.0,21.0,8.49,6.38,2.91,1.0,6.38,r,3,-1.8950000000000005,2
1589,5d,9.71888888888889,bode,0.0,1,b5d,V,1,18.0,14.0,0.47,10.93,3.56,0.78,10.93,b,3,1.2111111111111104,9
1590,5d,9.71888888888889,code,1.48,1,k5d,N,1,20.0,19.0,53.12,8.11,2.79,0.95,8.11,k,3,-1.60888888888889,9
1591,5d,9.71888888888889,goad,0.0,1,g5d,N,1,19.0,14.0,0.14,13.14,4.82,0.74,13.14,g,3,3.421111111111111,9
1592,5d,9.71888888888889,load,1.49,1,l5d,N,1,18.0,18.0,29.22,7.78,2.39,1.0,7.78,l,3,-1.938888888888889,9
1593,5d,9.71888888888889,mode,1.28,1,m5d,N,1,19.0,19.0,5.16,9.68,3.56,1.0,9.68,m,3,-0.03888888888888964,9
1594,5d,9.71888888888889,node,0.0,1,n5d,N,1,18.0,18.0,0.49,12.17,4.36,1.0,12.17,n,3,2.4511111111111106,9
1595,5d,9.71888888888889,road,2.4,1,r5d,N,1,20.0,20.0,111.94,4.55,2.44,1.0,4.55,r,3,-5.1688888888888895,9
1596,5d,9.71888888888889,toad,0.6,1,t5d,N,1,19.0,19.0,5.69,6.11,2.64,1.0,6.11,t,3,-3.608888888888889,9
1597,5d,9.71888888888889,woad,0.0,1,w5d,N,1,21.0,2.0,0.04,15.0,0.0,0.1,15.0,w,3,5.281111111111111,9
1602,5d@,8.71,coda,0.0,1,k5d@,N,2,22.0,14.0,0.14,13.0,4.17,0.64,13.0,k,4,4.289999999999999,2
1603,5d@,8.71,soda,0.95,1,s5d@,N,2,19.0,19.0,19.84,4.42,1.35,1.0,4.42,s,4,-4.290000000000001,2
1610,5din,13.825,codeine,0.0,0,k5din,N,2,21.0,17.0,0.45,16.47,5.0,0.81,16.47,k,5,2.6449999999999996,2
1611,5din,13.825,iodine,0.6,0,25din,N,3,18.0,17.0,1.25,11.18,4.97,0.94,11.18,2,5,-2.6449999999999996,2
1614,5f@R,8.525,chauffeur,0.78,0,S5f@R,N,2,19.0,19.0,5.63,9.84,3.0,1.0,9.84,S,5,1.3149999999999995,2
1615,5f@R,8.525,gopher,0.0,0,g5f@R,N,2,19.0,19.0,1.41,7.21,3.52,1.0,7.21,g,5,-1.3150000000000004,2
1616,5g,11.54,rogue,0.48,1,r5g,N,1,22.0,21.0,3.73,11.48,3.39,0.95,11.48,r,3,-0.05999999999999872,2
1617,5g,11.54,vogue,0.48,1,v5g,N,1,20.0,20.0,2.33,11.6,2.23,1.0,11.6,v,3,0.0600000000000005,2
1618,5g@,12.145,toga,0.0,1,t5g@,N,2,19.0,17.0,0.92,11.12,3.14,0.89,11.12,t,4,-1.0250000000000004,2
1619,5g@,12.145,yoga,0.3,1,j5g@,N,2,18.0,18.0,4.45,13.17,4.48,1.0,13.17,j,4,1.0250000000000004,2
1621,5gI,10.74,bogey,0.3,0,b5gI,N,2,18.0,15.0,2.49,10.73,3.67,0.83,10.73,b,4,-0.009999999999999787,2
1622,5gI,10.74,fogey,0.0,0,f5gI,N,2,19.0,16.0,0.06,10.75,3.26,0.84,10.75,f,4,0.009999999999999787,2
1628,5k,7.0825,choke,0.0,1,J5k,N,1,19.0,19.0,6.47,6.11,2.23,1.0,6.11,J,3,-0.9724999999999993,8
1629,5k,7.0825,coke,0.78,1,k5k,N,1,19.0,19.0,18.59,4.74,1.76,1.0,4.74,k,3,-2.3424999999999994,8
1630,5k,7.0825,folk,1.2,1,f5k,N,1,1932.0,1923.0,7.16,8.19,2.96,1.0,8.19,f,3,1.1075,8
1631,5k,7.0825,joke,1.7,1,_5k,N,1,20.0,20.0,73.02,5.2,1.88,1.0,5.2,_,3,-1.8824999999999994,8
1632,5k,7.0825,poke,0.0,1,p5k,N,1,19.0,19.0,5.84,4.95,2.37,1.0,4.95,p,3,-2.1324999999999994,8
1633,5k,7.0825,soak,0.0,1,s5k,N,1,19.0,19.0,3.45,6.53,2.74,1.0,6.53,s,3,-0.5524999999999993,8
1634,5k,7.0825,toque,0.0,1,t5k,N,1,19.0,7.0,0.08,13.0,4.8,0.37,13.0,t,3,5.9175,8
1635,5k,7.0825,yoke,0.0,1,j5k,N,1,20.0,16.0,0.43,7.94,4.19,0.8,7.94,j,3,0.8575000000000008,8
1639,5k5,8.620000000000001,cocoa,0.7,1,k5k5,N,2,19.0,19.0,5.02,6.84,3.83,1.0,6.84,k,4,-1.7800000000000011,2
1640,5k5,8.620000000000001,loco,0.0,1,l5k5,A,2,20.0,20.0,1.98,10.4,3.66,1.0,10.4,l,4,1.7799999999999994,2
1647,5k@s,10.485,focus,1.32,1,f5k@s,N,2,19.0,19.0,29.39,8.32,3.22,1.0,8.32,f,5,-2.164999999999999,2
1648,5k@s,10.485,locus,0.0,0,l5k@s,N,2,19.0,17.0,0.33,12.65,4.43,0.89,12.65,l,5,2.165000000000001,2
1651,5kP,9.646666666666667,local,0.6,1,l5kP,N,2,19.0,19.0,41.73,8.79,1.9,1.0,8.79,l,4,-0.8566666666666674,3
1652,5kP,9.646666666666667,vocal,0.7,0,v5kP,A,2,21.0,20.0,2.96,8.0,3.13,0.95,8.0,v,4,-1.6466666666666665,3
1653,5kP,9.646666666666667,yokel,0.0,1,j5kP,N,2,19.0,13.0,0.31,12.15,3.18,0.68,12.15,j,4,2.503333333333334,3
1654,5ks,11.47,coax,0.7,1,k5ks,V,1,19.0,19.0,0.8,11.47,2.44,1.0,11.47,k,4,0.0,2
1655,5ks,11.47,hoax,0.3,1,h5ks,N,1,18.0,17.0,2.41,11.47,2.27,0.94,11.47,h,4,0.0,2
1658,5l,7.972857142857143,bowl,1.52,1,b5l,N,1,19.0,19.0,21.45,4.26,2.28,1.0,4.26,b,3,-3.7128571428571435,14
1659,5l,7.972857142857143,coal,1.65,1,k5l,N,1,20.0,20.0,6.57,6.65,2.23,1.0,6.65,k,3,-1.322857142857143,14
1660,5l,7.972857142857143,dole,0.78,1,d5l,N,1,19.0,17.0,0.96,9.35,3.67,0.89,9.35,d,3,1.3771428571428563,14
1661,5l,7.972857142857143,foal,0.3,1,f5l,N,1,18.0,16.0,0.27,8.44,2.48,0.89,8.44,f,3,0.4671428571428562,14
1662,5l,7.972857142857143,goal,1.72,1,g5l,N,1,18.0,18.0,16.75,6.89,2.14,1.0,6.89,g,3,-1.0828571428571436,14
1663,5l,7.972857142857143,hole,1.96,1,h5l,N,1,19.0,19.0,58.22,5.05,2.17,1.0,5.05,h,3,-2.9228571428571435,14
1664,5l,7.972857142857143,knoll,0.3,1,n5l,N,1,18.0,15.0,0.53,10.87,3.5,0.83,10.87,n,3,2.897142857142856,14
1665,5l,7.972857142857143,mole,0.78,1,m5l,N,1,21.0,21.0,8.06,7.33,3.02,1.0,7.33,m,3,-0.6428571428571432,14
1666,5l,7.972857142857143,pole,1.32,1,p5l,N,1,19.0,19.0,12.59,5.63,2.83,1.0,5.63,p,3,-2.3428571428571434,14
1667,5l,7.972857142857143,role,2.13,1,r5l,N,1,20.0,20.0,18.22,6.65,2.58,1.0,6.65,r,3,-1.322857142857143,14
1668,5l,7.972857142857143,shoal,0.85,1,S5l,N,1,19.0,15.0,0.2,13.07,3.45,0.79,13.07,S,3,5.097142857142857,14
1669,5l,7.972857142857143,sole,0.9,1,s5l,N,1,18.0,18.0,5.25,7.06,2.21,1.0,7.06,s,3,-0.9128571428571437,14
1670,5l,7.972857142857143,toll,0.9,1,t5l,N,1,19.0,19.0,3.35,8.37,2.43,1.0,8.37,t,3,0.3971428571428559,14
1671,5l,7.972857142857143,vole,0.0,1,v5l,N,1,18.0,10.0,1.75,12.0,3.16,0.56,12.0,v,3,4.027142857142857,14
1672,5l5,8.615,polo,0.48,1,p5l5,N,2,19.0,19.0,3.49,9.95,2.55,1.0,9.95,p,4,1.334999999999999,2
1673,5l5,8.615,solo,0.3,1,s5l5,N,2,18.0,18.0,8.55,7.28,1.99,1.0,7.28,s,4,-1.335,2
1676,5l@R,8.585,molar,0.3,1,m5l@R,N,2,18.0,17.0,0.51,8.12,2.47,0.94,8.12,m,5,-0.46500000000000163,2
1677,5l@R,8.585,solar,1.52,1,s5l@R,A,2,19.0,19.0,4.63,9.05,2.41,1.0,9.05,s,5,0.46499999999999986,2
1681,5lI5,12.3,folio,0.0,1,f5lI5,N,3,18.0,14.0,0.08,12.93,4.38,0.78,12.93,f,5,0.629999999999999,2
1682,5lI5,12.3,polio,0.0,1,p5lI5,N,3,18.0,18.0,0.88,11.67,3.18,1.0,11.67,p,5,-0.6300000000000008,2
1684,5lIN,8.594999999999999,bowling,0.78,1,b5lIN,N,2,21.0,21.0,10.69,7.0,3.13,1.0,7.0,b,5,-1.5949999999999989,2
