,coda,set_mean,Word,CobLog,CompCnt,PhonDISC,Class,SylCnt,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,Concreteness,onset,word_length,concreteness_impact,set_size
349,$ls,3.4399999999999995,waltz,0.0,1,w$ls,N,1,0,4.52,0.57,1,30,0.97,279,Noun,4.52,w,4,1.08,2
352,$lt,3.974,fault,1.65,1,f$lt,N,1,0,2.41,1.45,0,27,1.0,5310,Noun,2.41,f,4,-1.564,5
353,$lt,3.974,halt,1.08,1,h$lt,N,1,0,3.38,1.37,0,29,1.0,575,Verb,3.38,h,4,-0.5940000000000003,5
354,$lt,3.974,malt,0.6,1,m$lt,N,1,0,4.57,0.84,0,28,1.0,84,Noun,4.57,m,4,0.5960000000000001,5
355,$lt,3.974,salt,1.57,1,s$lt,N,1,0,4.89,0.32,0,27,1.0,995,Noun,4.89,s,4,0.9159999999999995,5
356,$lt,3.974,vault,0.3,1,v$lt,N,1,0,4.62,0.94,0,29,1.0,614,Noun,4.62,v,4,0.6459999999999999,5
357,$lt@R,2.8449999999999998,falter,0.7,0,f$lt@R,V,2,0,2.19,1.2,2,28,0.93,16,Verb,2.19,f,6,-0.6549999999999998,2
358,$lt@R,2.8449999999999998,halter,0.0,0,h$lt@R,N,2,0,3.5,1.67,1,29,0.97,26,Noun,3.5,h,6,0.6550000000000002,2
362,$m,3.3025,dorm,0.7,1,d$m,N,1,0,4.41,1.25,0,27,1.0,369,Noun,4.41,d,3,1.1075,4
363,$m,3.3025,form,2.5,1,f$m,N,1,0,3.13,1.59,0,30,1.0,2180,Noun,3.13,f,3,-0.17250000000000032,4
364,$m,3.3025,norm,1.0,1,n$m,N,1,0,2.11,1.1,1,29,0.97,170,Noun,2.11,n,3,-1.1925000000000003,4
365,$m,3.3025,warm,1.38,1,w$m,V,1,0,3.56,1.42,0,27,1.0,2659,Adjective,3.56,w,3,0.25749999999999984,4
375,$n,4.223,corn,1.38,1,k$n,N,1,0,4.96,0.19,1,28,0.96,725,Noun,4.96,k,3,0.7370000000000001,10
376,$n,4.223,dawn,1.51,1,d$n,N,1,0,4.46,1.0,0,28,1.0,1301,Noun,4.46,d,3,0.2370000000000001,10
377,$n,4.223,fawn,0.3,1,f$n,N,1,0,4.3,1.18,0,30,1.0,36,Noun,4.3,f,3,0.07699999999999996,10
378,$n,4.223,horn,1.26,1,h$n,N,1,0,5.0,0.0,0,28,1.0,1075,Noun,5.0,h,3,0.7770000000000001,10
379,$n,4.223,lawn,1.43,1,l$n,N,1,0,4.93,0.26,0,28,1.0,630,Noun,4.93,l,3,0.7069999999999999,10
380,$n,4.223,mourn,0.78,1,m$n,V,1,0,2.33,1.21,0,27,1.0,129,Verb,2.33,m,3,-1.8929999999999998,10
381,$n,4.223,pawn,0.48,1,p$n,N,1,0,3.9,1.42,0,30,1.0,221,Noun,3.9,p,3,-0.32299999999999995,10
382,$n,4.223,thorn,0.9,1,T$n,N,1,0,5.0,0.0,0,28,1.0,260,Name,5.0,T,3,0.7770000000000001,10
383,$n,4.223,warn,1.69,1,w$n,V,1,0,2.89,1.2,0,28,1.0,1293,Verb,2.89,w,3,-1.3329999999999997,10
384,$n,4.223,yawn,0.3,1,j$n,N,1,0,4.46,0.84,0,28,1.0,51,Verb,4.46,j,3,0.2370000000000001,10
387,$n@,4.32,fauna,0.48,1,f$n@,N,2,0,3.96,1.37,3,27,0.89,27,Noun,3.96,f,4,-0.3600000000000003,2
388,$n@,4.32,sauna,0.0,0,s$n@,N,2,0,4.68,0.86,0,28,1.0,69,Noun,4.68,s,4,0.35999999999999943,2
392,$nIN,3.325,morning,2.49,1,m$nIN,N,2,0,3.44,1.5,0,27,1.0,22389,Noun,3.44,m,5,0.11499999999999977,2
393,$nIN,3.325,warning,1.59,1,w$nIN,N,2,0,3.21,1.37,0,29,1.0,1630,Noun,3.21,w,5,-0.11500000000000021,2
396,$nJ,3.465,haunch,0.3,1,h$nJ,N,1,0,3.23,1.48,4,30,0.87,4,Noun,3.23,h,4,-0.23499999999999988,2
397,$nJ,3.465,launch,0.85,1,l$nJ,N,1,0,3.7,1.3,0,27,1.0,1018,Verb,3.7,l,4,0.23500000000000032,2
406,$nt,2.522,daunt,0.6,1,d$nt,V,1,0,1.83,1.13,3,27,0.89,2,Verb,1.83,d,4,-0.6919999999999997,5
407,$nt,2.522,gaunt,0.7,1,g$nt,A,1,0,3.04,1.34,2,27,0.93,8,Adjective,3.04,g,4,0.5180000000000002,5
408,$nt,2.522,haunt,0.48,1,h$nt,N,1,0,2.03,1.27,0,30,1.0,182,Verb,2.03,h,4,-0.492,5
409,$nt,2.522,jaunt,0.0,1,_$nt,N,1,0,2.78,1.19,1,28,0.96,19,Noun,2.78,_,4,0.258,5
410,$nt,2.522,taunt,0.0,1,t$nt,N,1,0,2.93,1.25,0,29,1.0,32,Verb,2.93,t,4,0.40800000000000036,5
423,$rIN,2.785,boring,1.32,1,b$rIN,A,2,0,2.07,1.18,0,28,1.0,1398,Adjective,2.07,b,5,-0.7150000000000003,2
424,$rIN,2.785,roaring,0.6,1,r$rIN,A,2,0,3.5,1.33,0,26,1.0,156,Verb,3.5,r,5,0.7149999999999999,2
426,$r{ks,4.355,borax,0.0,1,b$r{ks,N,2,0,4.15,1.26,2,28,0.93,5,Noun,4.15,b,6,-0.20500000000000007,2
427,$r{ks,4.355,thorax,0.0,1,T$r{ks,N,2,0,4.56,1.0,4,29,0.86,20,Noun,4.56,T,6,0.20499999999999918,2
428,$s,3.5175,coarse,1.08,1,k$s,A,1,0,3.25,1.35,0,28,1.0,69,Adjective,3.25,k,3,-0.26750000000000007,4
429,$s,3.5175,force,2.28,1,f$s,N,1,0,3.0,1.44,0,30,1.0,3604,Noun,3.0,f,3,-0.5175000000000001,4
430,$s,3.5175,hoarse,0.6,1,h$s,A,1,0,3.07,1.41,0,27,1.0,25,Adjective,3.07,h,3,-0.44750000000000023,4
431,$s,3.5175,sauce,1.26,1,s$s,N,1,0,4.75,0.59,0,28,1.0,795,Noun,4.75,s,3,1.2325,4
440,$sIt,4.48,corset,0.6,1,k$sIt,N,2,0,4.48,1.09,1,28,0.96,45,Noun,4.48,k,5,0.0,2
441,$sIt,4.48,faucet,0.3,1,f$sIt,N,2,0,4.48,1.15,0,29,1.0,73,Noun,4.48,f,5,0.0,2
443,$sP,4.130000000000001,dorsal,0.48,0,d$sP,A,2,0,4.07,1.17,0,27,1.0,27,Adjective,4.07,d,4,-0.0600000000000005,2
444,$sP,4.130000000000001,morsel,0.3,1,m$sP,N,2,0,4.19,0.79,0,27,1.0,32,Noun,4.19,m,4,0.05999999999999961,2
450,$t,3.7322222222222226,court,2.17,1,k$t,N,1,0,4.31,1.19,0,26,1.0,5137,Noun,4.31,k,3,0.5777777777777771,9
451,$t,3.7322222222222226,fort,1.4,1,f$t,N,1,0,4.72,1.03,0,29,1.0,787,Name,4.72,f,3,0.9877777777777772,9
452,$t,3.7322222222222226,port,0.0,1,p$t,N,1,0,4.41,1.18,0,29,1.0,741,Noun,4.41,p,3,0.6777777777777776,9
453,$t,3.7322222222222226,short,0.0,1,S$t,N,1,0,3.61,1.41,0,23,1.0,4367,Adjective,3.61,S,3,-0.12222222222222268,9
454,$t,3.7322222222222226,sort,2.53,1,s$t,N,1,0,3.34,1.32,1,30,0.97,7584,Adverb,3.34,s,3,-0.3922222222222227,9
455,$t,3.7322222222222226,taut,0.6,1,t$t,A,1,0,3.92,1.16,2,28,0.93,35,Adjective,3.92,t,3,0.18777777777777738,9
456,$t,3.7322222222222226,thought,2.28,1,T$t,N,1,0,1.97,1.35,0,29,1.0,41232,Verb,1.97,T,3,-1.7622222222222226,9
457,$t,3.7322222222222226,wart,0.48,1,w$t,N,1,0,4.89,0.31,0,28,1.0,63,Noun,4.89,w,3,1.1577777777777771,9
458,$t,3.7322222222222226,wrought,0.3,1,r$t,A,1,0,2.42,1.44,0,24,1.0,44,Verb,2.42,r,3,-1.3122222222222226,9
461,$t@R,4.756666666666667,daughter,2.11,0,d$t@R,N,2,0,4.79,0.5,0,28,1.0,8739,Noun,4.79,d,5,0.033333333333333215,3
462,$t@R,4.756666666666667,mortar,0.78,1,m$t@R,N,2,0,4.48,1.06,0,29,1.0,117,Noun,4.48,m,5,-0.2766666666666664,3
463,$t@R,4.756666666666667,water,2.66,0,w$t@R,N,2,0,5.0,0.0,0,28,1.0,11478,Noun,5.0,w,5,0.24333333333333318,3
467,$tEks,3.535,cortex,0.3,1,k$tEks,N,2,0,3.79,1.2,2,30,0.93,57,Noun,3.79,k,6,0.2549999999999999,2
468,$tEks,3.535,vortex,0.0,1,v$tEks,N,2,0,3.28,1.31,0,29,1.0,76,Noun,3.28,v,6,-0.25500000000000034,2
469,$tI,2.905,forty,1.11,1,f$tI,N,2,0,4.14,1.33,1,29,0.97,539,Number,4.14,f,4,1.2349999999999999,2
470,$tI,2.905,haughty,0.3,0,h$tI,A,2,0,1.67,0.96,0,27,1.0,21,Adjective,1.67,h,4,-1.2349999999999999,2
471,$tIf2,2.26,fortify,0.7,0,f$tIf2,V,3,0,2.34,1.32,0,29,1.0,12,Verb,2.34,f,6,0.08000000000000007,2
472,$tIf2,2.26,mortify,0.0,0,m$tIf2,V,3,0,2.18,1.16,0,28,1.0,7,Verb,2.18,m,6,-0.07999999999999963,2
476,$tP,2.795,mortal,0.48,1,m$tP,N,2,0,1.96,1.35,0,28,1.0,488,Adjective,1.96,m,4,-0.835,2
477,$tP,2.795,portal,0.3,0,p$tP,N,2,0,3.63,1.52,0,27,1.0,222,Noun,3.63,p,4,0.835,2
490,$z,3.4725,cause,2.01,1,k$z,N,1,0,2.43,1.4,0,28,1.0,15812,Noun,2.43,k,3,-1.0425,4
491,$z,3.4725,gauze,0.3,1,g$z,N,1,0,4.62,0.9,1,30,0.97,73,Noun,4.62,g,3,1.1475,4
492,$z,3.4725,jaws,0.0,1,_$z,N,1,0,4.46,0.96,0,28,1.0,133,Noun,4.46,_,3,0.9874999999999998,4
493,$z,3.4725,pause,1.38,1,p$z,N,1,0,2.38,1.21,0,29,1.0,275,Noun,2.38,p,3,-1.0925000000000002,4
496,1,3.3938461538461544,bay,1.51,1,b1,N,1,0,4.81,0.62,0,27,1.0,1236,Noun,4.81,b,2,1.4161538461538452,13
497,1,3.3938461538461544,day,2.95,1,d1,N,1,0,3.92,1.38,0,25,1.0,40893,Noun,3.92,d,2,0.5261538461538455,13
498,1,3.3938461538461544,gay,0.6,1,g1,N,1,0,2.52,1.31,0,27,1.0,3013,Adjective,2.52,g,2,-0.8738461538461544,13
499,1,3.3938461538461544,hay,1.18,1,h1,N,1,0,4.87,0.43,0,30,1.0,325,Noun,4.87,h,2,1.4761538461538457,13
500,1,3.3938461538461544,jay,0.7,1,_1,N,1,0,3.77,1.45,3,29,0.9,821,Name,3.77,_,2,0.3761538461538456,13
501,1,3.3938461538461544,lay,0.0,1,l1,N,1,0,3.86,1.43,0,28,1.0,2970,Verb,3.86,l,2,0.4661538461538455,13
502,1,3.3938461538461544,may,3.16,1,m1,V,1,0,3.0,1.45,0,22,1.0,26080,Verb,3.0,m,2,-0.3938461538461544,13
503,1,3.3938461538461544,nay,0.48,1,n1,ADV,1,0,2.41,1.57,0,29,1.0,172,Interjection,2.41,n,2,-0.9838461538461543,13
504,1,3.3938461538461544,pay,1.36,1,p1,N,1,0,3.54,1.41,0,24,1.0,12985,Verb,3.54,p,2,0.14615384615384563,13
505,1,3.3938461538461544,ray,1.23,1,r1,N,1,0,3.57,1.33,0,30,1.0,4966,Name,3.57,r,2,0.17615384615384544,13
506,1,3.3938461538461544,say,0.0,1,s1,N,1,0,2.58,1.27,0,26,1.0,83629,Verb,2.58,s,2,-0.8138461538461543,13
507,1,3.3938461538461544,they,3.69,1,D1,PRON,1,0,2.93,1.41,0,29,1.0,209250,Pronoun,2.93,D,2,-0.46384615384615424,13
508,1,3.3938461538461544,way,3.12,1,w1,N,1,0,2.34,1.37,0,29,1.0,72661,Noun,2.34,w,2,-1.0538461538461545,13
529,1_,4.226666666666667,cage,1.2,1,k1_,N,1,0,5.0,0.0,0,30,1.0,1034,Noun,5.0,k,3,0.7733333333333334,6
530,1_,4.226666666666667,gauge,0.3,1,g1_,N,1,0,4.0,1.28,0,28,1.0,112,Noun,4.0,g,3,-0.22666666666666657,6
531,1_,4.226666666666667,page,1.99,1,p1_,N,1,0,4.9,0.31,0,30,1.0,1912,Noun,4.9,p,3,0.6733333333333338,6
532,1_,4.226666666666667,rage,1.48,1,r1_,N,1,0,3.13,1.36,0,30,1.0,577,Noun,3.13,r,3,-1.0966666666666667,6
533,1_,4.226666666666667,sage,0.6,1,s1_,N,1,0,4.54,0.84,0,28,1.0,89,Noun,4.54,s,3,0.31333333333333346,6
534,1_,4.226666666666667,wage,1.38,1,w1_,N,1,0,3.79,1.15,1,30,0.97,159,Noun,3.79,w,3,-0.43666666666666654,6
540,1bP,4.19,cable,1.2,1,k1bP,N,2,0,4.74,0.81,0,27,1.0,1108,Noun,4.74,k,4,0.5499999999999998,5
541,1bP,4.19,fable,0.48,1,f1bP,N,2,0,3.07,1.53,0,30,1.0,20,Noun,3.07,f,4,-1.1200000000000006,5
542,1bP,4.19,label,1.3,1,l1bP,N,2,0,4.46,0.96,0,28,1.0,351,Noun,4.46,l,4,0.2699999999999996,5
543,1bP,4.19,sable,0.0,1,s1bP,N,2,0,3.78,1.59,4,27,0.85,42,Adjective,3.78,s,4,-0.4100000000000006,5
544,1bP,4.19,table,2.37,1,t1bP,N,2,0,4.9,0.41,0,29,1.0,5387,Noun,4.9,t,4,0.71,5
548,1d,3.5383333333333327,fade,1.56,1,f1d,V,1,0,2.48,1.12,0,29,1.0,286,Verb,2.48,f,3,-1.0583333333333327,6
549,1d,3.5383333333333327,jade,0.3,1,_1d,N,1,0,4.38,1.01,1,25,0.96,259,Noun,4.38,_,3,0.8416666666666672,6
550,1d,3.5383333333333327,maid,1.23,1,m1d,N,1,0,4.64,0.87,0,28,1.0,1164,Noun,4.64,m,3,1.101666666666667,6
551,1d,3.5383333333333327,raid,1.23,1,r1d,N,1,0,2.88,1.24,0,26,1.0,436,Noun,2.88,r,3,-0.6583333333333328,6
552,1d,3.5383333333333327,shade,1.49,1,S1d,N,1,0,3.38,1.27,0,26,1.0,304,Noun,3.38,S,3,-0.15833333333333277,6
553,1d,3.5383333333333327,wade,0.9,1,w1d,V,1,0,3.47,1.2,1,31,0.97,840,Name,3.47,w,3,-0.06833333333333247,6
560,1dH,3.6,laden,0.48,1,l1dH,A,2,0,2.96,1.34,2,28,0.93,83,Verb,2.96,l,4,-0.6400000000000001,2
561,1dH,3.6,maiden,0.78,0,m1dH,N,2,0,4.24,1.23,0,25,1.0,282,Noun,4.24,m,4,0.6400000000000001,2
567,1f,3.415,chafe,0.0,1,J1f,N,1,0,3.42,1.1,1,27,0.96,13,Verb,3.42,J,3,0.004999999999999893,2
568,1f,3.415,safe,0.85,1,s1f,N,1,0,3.41,1.55,0,29,1.0,7303,Adjective,3.41,s,3,-0.004999999999999893,2
575,1k,3.636,bake,1.38,1,b1k,V,1,0,4.21,0.92,0,28,1.0,323,Verb,4.21,b,3,0.5739999999999998,10
576,1k,3.636,cake,1.53,1,k1k,N,1,0,4.81,0.68,0,27,1.0,2298,Noun,4.81,k,3,1.1739999999999995,10
577,1k,3.636,fake,0.3,1,f1k,N,1,0,1.97,1.16,0,30,1.0,1853,Adjective,1.97,f,3,-1.6660000000000001,10
578,1k,3.636,lake,1.7,1,l1k,N,1,0,4.88,0.44,0,25,1.0,1836,Noun,4.88,l,3,1.2439999999999998,10
579,1k,3.636,make,0.0,1,m1k,N,1,0,2.67,1.6,0,30,1.0,70775,Verb,2.67,m,3,-0.9660000000000002,10
580,1k,3.636,rake,0.3,1,r1k,N,1,0,4.84,0.47,0,25,1.0,152,Verb,4.84,r,3,1.2039999999999997,10
581,1k,3.636,sake,1.71,1,s1k,N,1,0,2.74,1.68,1,28,0.96,3272,Noun,2.74,s,3,-0.8959999999999999,10
582,1k,3.636,shake,0.6,1,S1k,N,1,0,4.07,1.12,0,28,1.0,2021,Verb,4.07,S,3,0.43400000000000016,10
583,1k,3.636,take,0.0,1,t1k,N,1,0,3.06,1.44,0,31,1.0,96443,Verb,3.06,t,3,-0.5760000000000001,10
584,1k,3.636,wake,1.04,1,w1k,N,1,0,3.11,1.59,1,29,0.97,5366,Verb,3.11,w,3,-0.5260000000000002,10
589,1kIN,3.1899999999999995,making,0.0,1,m1kIN,N,2,0,2.34,1.2,0,29,1.0,11349,Verb,2.34,m,5,-0.8499999999999996,4
590,1kIN,3.1899999999999995,shaking,0.3,1,S1kIN,N,2,0,4.27,1.19,0,26,1.0,657,Verb,4.27,S,5,1.08,4
591,1kIN,3.1899999999999995,taking,0.0,1,t1kIN,A,2,0,2.79,1.5,0,28,1.0,12263,Verb,2.79,t,5,-0.39999999999999947,4
592,1kIN,3.1899999999999995,waking,0.48,1,w1kIN,A,2,0,3.36,1.19,0,28,1.0,447,Verb,3.36,w,5,0.17000000000000037,4
597,1l,4.384666666666667,bail,0.95,1,b1l,N,1,0,3.86,1.11,0,28,1.0,885,Noun,3.86,b,3,-0.5246666666666671,15
598,1l,4.384666666666667,fail,0.0,1,f1l,N,1,0,3.0,1.44,0,29,1.0,1254,Verb,3.0,f,3,-1.384666666666667,15
599,1l,4.384666666666667,gale,0.95,1,g1l,N,1,0,3.73,1.48,4,30,0.87,250,Name,3.73,g,3,-0.654666666666667,15
600,1l,4.384666666666667,hail,0.6,1,h1l,N,1,0,4.32,1.06,0,28,1.0,613,Verb,4.32,h,3,-0.06466666666666665,15
601,1l,4.384666666666667,jail,1.51,1,_1l,N,1,0,4.83,0.38,0,29,1.0,3602,Noun,4.83,_,3,0.44533333333333314,15
602,1l,4.384666666666667,kale,0.3,1,k1l,N,1,0,4.81,0.4,2,28,0.93,28,Noun,4.81,k,3,0.4253333333333327,15
603,1l,4.384666666666667,mail,1.42,1,m1l,N,1,0,4.69,0.74,0,26,1.0,1879,Noun,4.69,m,3,0.30533333333333346,15
604,1l,4.384666666666667,nail,1.4,1,n1l,N,1,0,4.93,0.26,0,28,1.0,951,Verb,4.93,n,3,0.5453333333333328,15
605,1l,4.384666666666667,pail,0.6,1,p1l,N,1,0,4.93,0.38,1,29,0.97,48,Noun,4.93,p,3,0.5453333333333328,15
606,1l,4.384666666666667,rail,1.42,1,r1l,N,1,0,4.9,0.41,0,29,1.0,233,Noun,4.9,r,3,0.5153333333333334,15
607,1l,4.384666666666667,sail,0.7,1,s1l,N,1,0,4.59,0.69,0,27,1.0,701,Verb,4.59,s,3,0.20533333333333292,15
608,1l,4.384666666666667,shale,0.0,1,S1l,N,1,0,3.84,1.52,2,27,0.93,9,Noun,3.84,S,3,-0.5446666666666671,15
609,1l,4.384666666666667,tail,1.56,1,t1l,N,1,0,4.96,0.19,0,27,1.0,1219,Noun,4.96,t,3,0.575333333333333,15
610,1l,4.384666666666667,veil,0.95,1,v1l,N,1,0,4.45,1.09,0,29,1.0,151,Noun,4.45,v,3,0.06533333333333324,15
611,1l,4.384666666666667,wail,0.48,1,w1l,N,1,0,3.93,1.25,0,29,1.0,44,Verb,3.93,w,3,-0.4546666666666668,15
615,1lIN,3.79,failing,0.48,1,f1lIN,N,2,0,2.52,1.4,0,29,1.0,275,Verb,2.52,f,5,-1.27,4
616,1lIN,3.79,railing,0.78,1,r1lIN,N,2,0,4.79,0.5,0,28,1.0,75,Noun,4.79,r,5,1.0,4
617,1lIN,3.79,sailing,0.7,1,s1lIN,N,2,0,4.17,1.1,0,29,1.0,480,Verb,4.17,s,5,0.3799999999999999,4
618,1lIN,3.79,whaling,0.3,1,w1lIN,N,2,0,3.68,1.22,0,28,1.0,45,Noun,3.68,w,5,-0.10999999999999988,4
624,1m,2.9433333333333334,dame,0.48,1,d1m,N,1,0,3.73,1.28,0,30,1.0,702,Noun,3.73,d,3,0.7866666666666666,9
625,1m,2.9433333333333334,fame,1.0,1,f1m,N,1,0,1.96,1.08,0,26,1.0,441,Noun,1.96,f,3,-0.9833333333333334,9
626,1m,2.9433333333333334,game,2.3,1,g1m,N,1,0,4.5,0.91,0,26,1.0,11926,Noun,4.5,g,3,1.5566666666666666,9
627,1m,2.9433333333333334,lame,0.0,1,l1m,V,1,0,2.52,1.58,0,27,1.0,557,Adjective,2.52,l,3,-0.42333333333333334,9
628,1m,2.9433333333333334,maim,0.48,1,m1m,V,1,0,3.36,1.42,1,29,0.97,22,Verb,3.36,m,3,0.4166666666666665,9
629,1m,2.9433333333333334,name,2.52,1,n1m,N,1,0,3.5,1.29,1,25,0.96,32735,Noun,3.5,n,3,0.5566666666666666,9
630,1m,2.9433333333333334,same,1.11,1,s1m,ADV,1,0,2.64,1.45,18,5894,1.0,21276,Determiner,2.64,s,3,-0.30333333333333323,9
631,1m,2.9433333333333334,shame,1.36,1,S1m,N,1,0,2.24,1.46,0,29,1.0,2120,Noun,2.24,S,3,-0.7033333333333331,9
632,1m,2.9433333333333334,tame,0.6,1,t1m,V,1,0,2.04,1.26,0,28,1.0,139,Verb,2.04,t,3,-0.9033333333333333,9
634,1n,3.221538461538461,cane,1.0,1,k1n,N,1,0,4.87,0.43,0,30,1.0,425,Noun,4.87,k,3,1.648461538461539,13
635,1n,3.221538461538461,chain,1.68,1,J1n,N,1,0,4.55,0.99,0,29,1.0,1082,Noun,4.55,J,3,1.3284615384615388,13
636,1n,3.221538461538461,deign,0.0,1,d1n,V,1,0,1.64,0.91,4,29,0.86,16,Verb,1.64,d,3,-1.5815384615384611,13
637,1n,3.221538461538461,feign,0.6,1,f1n,V,1,0,2.11,1.31,1,29,0.97,23,Verb,2.11,f,3,-1.1115384615384611,13
638,1n,3.221538461538461,gain,1.43,1,g1n,N,1,0,2.24,1.02,1,30,0.97,700,Verb,2.24,g,3,-0.9815384615384608,13
639,1n,3.221538461538461,jean,1.26,1,_1n,N,1,0,4.69,0.62,3,29,0.9,904,Name,4.69,_,3,1.4684615384615394,13
640,1n,3.221538461538461,lane,1.62,1,l1n,N,1,0,4.66,0.72,0,29,1.0,1704,Noun,4.66,l,3,1.4384615384615391,13
641,1n,3.221538461538461,main,0.0,1,m1n,N,1,0,2.41,1.31,0,27,1.0,2179,Adjective,2.41,m,3,-0.8115384615384609,13
642,1n,3.221538461538461,pain,1.92,1,p1n,N,1,0,3.5,1.58,0,28,1.0,4995,Noun,3.5,p,3,0.278461538461539,13
643,1n,3.221538461538461,rain,1.86,1,r1n,N,1,0,4.97,0.18,0,31,1.0,2494,Noun,4.97,r,3,1.7484615384615387,13
644,1n,3.221538461538461,sane,0.9,1,s1n,A,1,0,1.79,0.94,0,29,1.0,281,Adjective,1.79,s,3,-1.431538461538461,13
645,1n,3.221538461538461,vain,1.11,1,v1n,A,1,0,1.91,1.23,0,32,1.0,332,Adverb,1.91,v,3,-1.311538461538461,13
646,1n,3.221538461538461,wane,0.0,1,w1n,N,1,0,2.54,1.67,3,27,0.89,13,Verb,2.54,w,3,-0.681538461538461,13
650,1n_,3.2300000000000004,change,2.32,1,J1n_,N,1,0,2.89,1.57,0,28,1.0,12258,Verb,2.89,J,4,-0.3400000000000003,3
651,1n_,3.2300000000000004,mange,0.0,1,m1n_,N,1,0,3.58,1.32,4,28,0.86,11,Noun,3.58,m,4,0.34999999999999964,3
652,1n_,3.2300000000000004,range,2.0,1,r1n_,N,1,0,3.22,1.5,0,27,1.0,1161,Noun,3.22,r,4,-0.010000000000000231,3
653,1n_@R,3.62,danger,1.97,0,d1n_@R,N,2,0,2.68,1.22,0,25,1.0,2227,Noun,2.68,d,6,-0.94,2
654,1n_@R,3.62,manger,0.0,0,m1n_@R,N,2,0,4.56,0.92,2,27,0.93,51,Noun,4.56,m,6,0.9399999999999995,2
657,1nt,3.5425,faint,0.0,1,f1nt,N,1,0,3.74,1.02,0,27,1.0,473,Adjective,3.74,f,4,0.19750000000000023,4
658,1nt,3.5425,paint,1.42,1,p1nt,N,1,0,4.79,0.41,0,29,1.0,1877,Verb,4.79,p,4,1.2475,4
659,1nt,3.5425,saint,1.26,1,s1nt,N,1,0,3.45,1.4,0,29,1.0,914,Name,3.45,s,4,-0.0924999999999998,4
660,1nt,3.5425,taint,0.0,1,t1nt,N,1,0,2.19,1.39,0,27,1.0,40,Noun,2.19,t,4,-1.3525,4
664,1nz,4.1049999999999995,pains,0.78,1,p1nz,N,1,0,3.65,1.41,0,26,1.0,269,Noun,3.65,p,4,-0.4549999999999996,2
665,1nz,4.1049999999999995,reins,0.0,1,r1nz,N,1,0,4.56,0.93,3,30,0.9,74,Noun,4.56,r,4,0.45500000000000007,2
666,1p,4.021666666666667,cape,1.2,1,k1p,N,1,0,4.77,0.77,0,30,1.0,420,Name,4.77,k,3,0.7483333333333322,6
667,1p,4.021666666666667,gape,0.0,1,g1p,N,1,0,3.27,1.42,4,26,0.85,3,Verb,3.27,g,3,-0.7516666666666674,6
668,1p,4.021666666666667,nape,0.3,1,n1p,N,1,0,4.44,1.15,1,28,0.96,12,Noun,4.44,n,3,0.418333333333333,6
669,1p,4.021666666666667,rape,1.18,1,r1p,N,1,0,3.61,1.29,0,28,1.0,816,Noun,3.61,r,3,-0.4116666666666675,6
670,1p,4.021666666666667,shape,1.9,1,S1p,N,1,0,3.14,1.51,0,28,1.0,1542,Noun,3.14,S,3,-0.8816666666666673,6
671,1p,4.021666666666667,tape,1.53,1,t1p,N,1,0,4.9,0.31,0,29,1.0,3511,Noun,4.9,t,3,0.878333333333333,6
672,1p@R,4.076666666666667,caper,0.3,1,k1p@R,N,2,0,3.74,1.13,1,28,0.96,90,Noun,3.74,k,5,-0.3366666666666669,3
673,1p@R,4.076666666666667,paper,2.35,0,p1p@R,N,2,0,4.93,0.38,0,27,1.0,5271,Noun,4.93,p,5,0.8533333333333326,3
674,1p@R,4.076666666666667,taper,0.0,1,t1p@R,N,2,0,3.56,1.5,0,27,1.0,9,Noun,3.56,t,5,-0.516666666666667,3
678,1s,4.0625,base,1.9,1,b1s,N,1,0,3.86,1.48,0,28,1.0,1804,Noun,3.86,b,3,-0.20250000000000012,8
679,1s,4.0625,case,2.69,1,k1s,N,1,0,3.93,1.28,1,30,0.97,14403,Noun,3.93,k,3,-0.13249999999999984,8
680,1s,4.0625,chase,0.7,1,J1s,N,1,0,3.48,1.21,0,29,1.0,1673,Noun,3.48,J,3,-0.5825,8
681,1s,4.0625,face,2.66,1,f1s,N,1,0,4.87,0.43,0,30,1.0,14747,Noun,4.87,f,3,0.8075000000000001,8
682,1s,4.0625,lace,1.11,1,l1s,N,1,0,4.85,0.37,0,26,1.0,189,Noun,4.85,l,3,0.7874999999999996,8
683,1s,4.0625,mace,0.3,1,m1s,N,1,0,4.81,0.56,0,27,1.0,178,Name,4.81,m,3,0.7474999999999996,8
684,1s,4.0625,pace,1.57,1,p1s,N,1,0,3.11,1.29,0,28,1.0,488,Noun,3.11,p,3,-0.9525000000000001,8
685,1s,4.0625,race,1.94,1,r1s,N,1,0,3.59,1.12,0,29,1.0,3157,Noun,3.59,r,3,-0.47250000000000014,8
688,1sH,4.415,basin,1.28,1,b1sH,N,2,0,4.63,0.79,1,28,0.96,96,Noun,4.63,b,4,0.21499999999999986,2
689,1sH,4.415,mason,0.7,1,m1sH,N,2,0,4.2,1.12,2,27,0.93,709,Name,4.2,m,4,-0.21499999999999986,2
690,1sIN,3.9133333333333336,casing,0.3,1,k1sIN,N,2,0,4.28,1.33,1,30,0.97,96,Noun,4.28,k,5,0.3666666666666667,3
691,1sIN,3.9133333333333336,facing,0.3,1,f1sIN,N,2,0,3.46,1.43,0,28,1.0,548,Verb,3.46,f,5,-0.4533333333333336,3
